City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,iskateley,67.6803,53.1512,11.12,95,100,1.79,RU,1718241446
284,donduseni,48.2427,27.6101,15.65,72,93,2.42,MD,1718241446
285,codrington,-38.2667,141.9667,11.35,66,100,2.05,AU,1718241447
286,ta`u,-14.2336,-169.5144,27.57,82,100,7.53,AS,1718241448
287,merritt island,28.5392,-80.672,27.8,89,40,5.14,US,1718241342
288,tura,25.5198,90.2201,25.47,95,100,2.47,IN,1718241449
289,bodaybo,57.8506,114.1933,20.42,61,24,0.66,RU,1718241450
290,bridlington,54.0831,-0.1919,8.27,85,36,1.34,GB,1718241450
291,kisangani,0.5167,25.2,21.4,97,98,0.51,CD,1718241451
292,jaltocan,21.15,-98.5333,31.73,47,100,5.0,MX,1718241452
293,kristiansund,63.1115,7.732,7.85,91,100,1.03,NO,1718241453
294,west island,-12.1568,96.8225,25.99,94,100,2.06,CC,1718241454
295,kiunga,-6.1219,141.2906,24.61,90,100,1.81,PG,1718241455
296,valparaiso,-33.0393,-71.6273,15.8,72,100,7.2,CL,1718241389
297,thinadhoo,0.5333,72.9333,28.52,72,100,2.38,MV,1718241457
298,vorkuta,67.5,64.0,7.84,99,83,0.89,RU,1718241457
299,guarapari,-20.6667,-40.4975,19.6,84,0,2.46,BR,1718241458
300,nouadhibou,20.931,-17.0347,20.99,73,2,9.77,MR,1718241459
301,mount gambier,-37.8333,140.7667,10.78,64,100,1.74,AU,1718241460
302,frenda,35.0654,1.0495,13.43,78,7,2.29,DZ,1718241461
303,yuzhno-kurilsk,44.0306,145.8556,12.43,99,100,2.69,RU,1718241462
304,le vauclin,14.5452,-60.8388,29.03,74,40,5.14,MQ,1718241462
305,tchibanga,-2.85,11.0333,20.55,92,11,0.64,GA,1718241463
306,juneau,58.3019,-134.4197,16.0,100,75,4.12,US,1718241464
307,bafoulabe,13.8065,-10.8321,31.38,46,100,4.57,ML,1718241465
308,puerto ayora,-0.7393,-90.3518,21.97,93,20,3.83,EC,1718241466
309,bethanie,-26.4833,17.15,13.52,48,0,1.48,NA,1718241467
310,zheleznodorozhnyy,55.7503,38.0042,19.23,91,100,1.79,RU,1718241468
311,villarejo de salvanes,40.1666,-3.2728,14.57,57,0,2.92,ES,1718241469
312,alice springs,-23.7,133.8833,19.75,40,0,0.51,AU,1718241470
313,marica,-22.9194,-42.8186,22.95,84,0,3.12,BR,1718241301
314,wellington,-41.2866,174.7756,12.81,68,99,7.2,NZ,1718241444
315,the dalles,45.5946,-121.1787,26.74,26,0,12.07,US,1718241473
316,taro,-8.3862,115.28,22.0,79,78,1.13,ID,1718241474
317,celestun,20.8667,-90.4,29.01,80,100,4.13,MX,1718241475
318,saldanha,-33.0117,17.9442,8.03,86,0,2.39,ZA,1718241475
319,gavrilov posad,56.5597,40.1175,17.72,97,85,2.71,RU,1718241476
320,sandnessjoen,66.0217,12.6316,5.29,76,11,3.22,NO,1718241477
321,whitecourt,54.1502,-115.6855,13.58,76,100,3.6,CA,1718241478
322,tindouf,27.6711,-8.1474,19.25,63,0,8.23,DZ,1718241479
323,aioun,16.6614,-9.6149,32.12,42,7,6.79,MR,1718241480
324,sinabang,2.4803,96.3801,27.8,79,29,2.18,ID,1718241481
325,luganville,-15.5333,167.1667,25.63,83,80,4.68,VU,1718241481
326,laguna,38.421,-121.4238,36.92,43,0,6.69,US,1718241482
327,mwandiga,-4.83,29.6581,21.13,74,0,1.26,TZ,1718241483
328,laojunmiao,39.8333,97.7333,21.92,28,53,1.21,CN,1718241484
329,lorengau,-2.0226,147.2712,26.75,84,100,2.44,PG,1718241485
330,bandarbeyla,9.4942,50.8122,26.26,73,6,9.86,SO,1718241485
331,yemetsk,63.4721,41.7941,13.08,94,100,1.08,RU,1718241486
332,labuan,5.2767,115.2417,29.2,84,20,1.03,MY,1718241487
333,moyale,3.5167,39.0584,19.29,75,80,3.55,KE,1718241488
334,pasuquin,18.3328,120.6177,31.97,70,20,4.12,PH,1718241488
335,anzio,41.4853,12.6179,20.54,71,0,3.37,IT,1718241489
336,brewton,31.1052,-87.0722,27.34,74,100,0.98,US,1718241238
337,kingston,17.997,-76.7936,27.31,86,100,2.4,JM,1718241490
338,kapuskasing,49.4169,-82.4331,22.0,46,75,8.75,CA,1718241491
339,happy valley-goose bay,53.3168,-60.3315,18.17,63,40,2.57,CA,1718241310
340,callao,-12.0667,-77.15,19.29,82,100,3.6,PE,1718241493
341,caraballeda,10.6112,-66.8522,28.54,78,20,1.03,VE,1718241494
342,acapulco de juarez,16.8634,-99.8901,28.9,74,100,2.57,MX,1718241424
343,kununurra,-15.7667,128.7333,27.99,26,6,5.66,AU,1718241338
344,maceio,-9.6658,-35.7353,24.69,88,75,1.03,BR,1718241243
345,adalar,40.876,29.0947,24.69,88,0,4.63,TR,1718241497
346,olenino,56.2092,33.4889,12.3,90,100,1.85,RU,1718241498
347,sao paulo de olivenca,-3.3783,-68.8725,23.06,99,100,1.33,BR,1718241499
348,guanica,17.9716,-66.908,29.1,82,63,4.5,PR,1718241500
349,agat village,13.3886,144.6585,31.31,78,75,4.63,GU,1718241501
350,caleta de carquin,-11.0925,-77.6267,18.1,83,48,3.78,PE,1718241501
351,meadow lakes,61.6247,-149.6011,12.28,83,100,0.45,US,1718241502
352,hotan,37.0997,79.9269,26.23,23,39,2.59,CN,1718241503
353,otjimbingwe,-22.35,16.1333,15.11,31,44,3.15,NA,1718241505
354,el nido,11.1858,119.3956,29.5,74,100,1.1,PH,1718241505
355,kourou,5.1552,-52.6478,26.03,94,100,2.02,GF,1718241506
356,nantucket,41.2835,-70.0995,18.89,94,0,4.63,US,1718241507
357,severo-yeniseyskiy,60.3725,93.0408,18.65,65,38,0.45,RU,1718241507
358,healesville,-37.65,145.5167,10.84,97,100,0.89,AU,1718241508
359,lodwar,3.1191,35.5973,27.66,47,39,5.25,KE,1718241509
360,nagtipunan,16.2167,121.6,29.89,61,11,1.22,PH,1718241509
361,puigcerda,42.4316,1.9282,7.64,92,13,2.54,ES,1718241510
362,mahibadhoo,3.7833,72.9667,28.5,75,99,4.27,MV,1718241511
363,gwadar,25.1216,62.3254,28.55,87,24,4.32,PK,1718241511
364,shakawe,-18.3667,21.85,8.73,46,3,2.31,BW,1718241512
365,nadi,-17.8,177.4167,32.0,51,20,6.17,FJ,1718241513
366,bourg-saint-maurice,45.6172,6.769,9.81,90,89,1.09,FR,1718241514
367,la ronge,55.1001,-105.2842,18.14,48,75,2.57,CA,1718241514
368,walvis bay,-22.9575,14.5053,20.53,32,5,2.57,NA,1718241349
369,abashiri,44.0213,144.2697,16.16,82,75,6.17,JP,1718241516
370,tsiroanomandidy,-18.7667,46.0333,15.13,84,5,0.47,MG,1718241517
371,punta del este,-34.9667,-54.95,22.76,97,0,2.06,UY,1718241518
372,chui,-33.6971,-53.4616,20.23,89,100,3.99,UY,1718241519
373,belyy yar,53.6039,91.3903,18.94,59,0,1.0,RU,1718241520
374,algeciras,36.1333,-5.4505,19.85,81,5,4.63,ES,1718241343
375,bonthe,7.5264,-12.505,25.83,87,100,2.09,SL,1718241521
376,joacaba,-27.1781,-51.5047,14.03,85,0,1.55,BR,1718241522
377,merizo village,13.2658,144.6691,31.1,83,100,6.21,GU,1718241522
378,taroa,8.7058,171.2275,27.95,81,70,9.35,MH,1718241523
379,pyin oo lwin,22.0333,96.4667,19.66,96,100,1.01,MM,1718241524
380,paso de los libres,-29.7131,-57.0899,21.01,76,93,4.88,AR,1718241525
381,vadso,70.0744,29.7487,4.49,93,100,4.12,NO,1718241526
382,cidreira,-30.1811,-50.2056,18.44,90,27,2.45,BR,1718241527
383,ebersberg,48.0771,11.9706,11.56,87,100,0.32,DE,1718241528
384,itubera,-13.7322,-39.1492,21.25,96,100,1.29,BR,1718241529
385,rockton,42.4525,-89.0723,25.12,82,75,3.6,US,1718241530
386,shambu,9.5667,37.1,11.49,93,87,1.41,ET,1718241531
387,port augusta,-32.5,137.7667,17.33,60,97,2.71,AU,1718241532
388,magistral'nyy,56.1725,107.4458,18.54,69,69,0.96,RU,1718241533
389,dalbandin,28.8947,64.4101,29.3,12,0,2.01,PK,1718241533
390,constitucion,-35.3333,-72.4167,13.67,97,100,9.67,CL,1718241356
391,myeik,12.4333,98.6,28.1,83,100,5.02,MM,1718241535
392,kavieng,-2.5744,150.7967,29.02,73,89,1.43,PG,1718241536
393,marcos juarez,-32.6978,-62.1067,19.42,76,100,2.99,AR,1718241442
394,bocas del toro,9.3333,-82.25,27.25,79,100,1.95,PA,1718241537
395,gadzhiyevo,69.2551,33.3362,5.56,81,100,3.78,RU,1718241538
396,sona,45.4388,10.8255,15.75,85,20,1.54,IT,1718241539
397,tadine,-21.55,167.8833,23.92,53,2,5.81,NC,1718241540
398,berastagi,3.1929,98.5092,18.15,91,82,0.53,ID,1718241540
399,raja,8.4596,25.678,21.15,97,86,2.11,SS,1718241541
400,auki,-8.7676,160.7034,28.89,77,24,1.56,SB,1718241542
401,copala,16.65,-98.9833,27.35,78,91,2.15,MX,1718241543
402,nova olinda do norte,-3.8881,-59.0942,26.97,78,100,1.04,BR,1718241545
403,mossel bay,-34.1831,22.146,10.96,80,0,1.64,ZA,1718241545
404,mount pearl,47.5166,-52.7813,13.31,92,100,10.8,CA,1718241546
405,mishkino,55.3389,63.9175,19.4,91,99,3.08,RU,1718241547
406,khedbrahma,24.0333,73.05,28.47,67,0,3.98,IN,1718241548
407,arteche,12.2645,125.4048,30.8,66,90,2.49,PH,1718241548
408,manismata,-2.4667,111.0333,24.76,96,100,0.43,ID,1718241549
409,mirny,62.5353,113.9611,23.46,37,30,0.89,RU,1718241550
410,jogindarnagar,31.9833,76.7667,27.08,23,0,2.75,IN,1718241550
411,laela,-8.5667,32.05,10.41,93,40,2.06,TZ,1718241551
412,pampa del infierno,-26.5052,-61.1744,28.66,35,2,5.24,AR,1718241552
413,eastham,41.8301,-69.9739,18.99,88,0,3.6,US,1718241553
414,tayaman,13.2295,120.5726,28.94,73,48,1.87,PH,1718241553
415,grootfontein,-19.5667,18.1167,1.76,75,65,1.03,NA,1718241554
416,san luis de la loma,17.2706,-100.8939,28.39,67,0,1.82,MX,1718241555
417,severnoye,56.3491,78.3619,18.32,82,0,2.68,RU,1718241555
418,pivijay,10.4617,-74.6162,27.47,78,60,2.79,CO,1718241556
419,altai,46.3722,96.2583,14.07,51,28,1.58,MN,1718241412
420,viana,-20.3903,-40.4961,18.87,92,0,1.74,BR,1718241557
421,oamaru,-45.0784,170.9801,7.43,85,100,3.88,NZ,1718241558
422,turbat,26.0023,63.044,28.0,81,13,3.57,PK,1718241559
423,pundong,-7.9522,110.3486,26.39,81,57,3.24,ID,1718241559
424,paredon,16.0333,-93.8667,27.38,82,100,3.51,MX,1718241560
425,krasnokamsk,58.0802,55.7541,22.09,89,0,2.18,RU,1718241561
426,les cayes,18.2,-73.75,27.09,88,67,3.19,HT,1718241562
427,yekaterinoslavka,50.3734,129.1139,19.03,65,100,2.53,RU,1718241562
428,calama,-22.4667,-68.9333,13.27,15,0,1.54,CL,1718241563
429,mokhsogollokh,61.4681,128.9203,17.9,41,6,2.2,RU,1718241564
430,pak phanang,8.3511,100.202,31.01,68,18,1.4,TH,1718241564
431,island harbour,50.724,-1.2758,10.55,75,99,2.11,GB,1718241565
432,gualeguay,-33.1416,-59.3097,21.16,86,100,5.15,AR,1718241566
433,bairnsdale,-37.8333,147.6167,11.7,78,100,0.45,AU,1718241567
434,rogers,36.3668,-95.5836,29.07,65,0,3.09,US,1718241568
435,illizi,26.4833,8.4667,34.89,8,0,9.29,DZ,1718241568
436,basco,20.4487,121.9702,29.23,84,33,7.61,PH,1718241569
437,koknese,56.65,25.4333,6.38,98,0,1.92,LV,1718241570
438,zouerate,22.7187,-12.4521,26.21,25,0,5.48,MR,1718241571
439,tsiombe,-25.3,45.4833,18.66,97,36,1.58,MG,1718241571
440,nejo,9.5,35.5,15.35,99,100,1.85,ET,1718241572
441,brookings,44.3114,-96.7984,29.5,68,0,3.6,US,1718241287
442,rantauprapat,2.1,99.8333,25.86,82,100,0.45,ID,1718241574
443,bubaque,11.2833,-15.8333,27.36,87,100,8.18,GW,1718241574
444,kokshetau,53.2775,69.3883,17.18,72,0,1.0,KZ,1718241575
445,ballina,-28.8667,153.5667,18.21,59,63,6.15,AU,1718241576
446,cidade velha,14.9167,-23.6167,24.26,78,40,4.63,CV,1718241577
447,winnemucca,40.973,-117.7357,36.03,11,0,3.6,US,1718241578
448,sechura,-5.5569,-80.8222,20.49,80,75,6.47,PE,1718241580
449,los frentones,-26.4077,-61.4137,27.69,38,1,4.24,AR,1718241581
450,novoishimskiy,53.1981,66.7694,19.17,86,100,1.22,KZ,1718241581
451,uruzgan,32.8333,66.0,23.13,24,0,3.36,AF,1718241582
452,camana,-16.6228,-72.7111,17.69,81,10,1.02,PE,1718241583
453,jalai nur,49.45,117.7,17.46,55,12,5.07,CN,1718241584
454,rocky mountain house,52.3668,-114.9188,15.06,55,100,2.06,CA,1718241584
455,broome,42.2506,-75.833,16.48,87,0,1.01,US,1718241585
456,cangas del narcea,43.1833,-6.55,14.57,93,97,1.62,ES,1718241586
457,general mosconi,-23.1851,-62.303,30.25,36,0,7.35,AR,1718241586
458,mana,5.6592,-53.7767,25.51,90,100,3.72,GF,1718241587
459,san juanito,28.0,-107.5833,26.6,15,100,0.19,MX,1718241588
460,diamantina,-18.2494,-43.6003,11.81,77,0,2.21,BR,1718241589
461,guayaramerin,-10.8368,-65.3614,25.97,56,0,0.62,BO,1718241590
462,praia da vitoria,38.7333,-27.0667,22.14,83,75,2.78,PT,1718241590
463,sao vicente,-23.9631,-46.3919,24.59,26,0,1.16,BR,1718241591
464,san fernando de apure,7.8878,-67.4724,24.6,93,100,0.92,VE,1718241352
465,price,39.5994,-110.8107,33.59,7,0,6.69,US,1718241593
466,nuuk,64.1835,-51.7216,2.34,75,20,2.06,GL,1718241594
467,abbeville,50.1,1.8333,9.98,87,17,1.58,FR,1718241594
468,kyaukse,21.6,96.1333,27.78,72,100,4.12,MM,1718241595
469,demopolis,32.5176,-87.8364,25.97,65,0,0.0,US,1718241596
470,tidjikja,18.5564,-11.4271,32.27,19,14,6.76,MR,1718241597
471,byala slatina,43.4667,23.9333,17.78,97,100,2.72,BG,1718241598
472,el idrissia,34.4454,2.5275,18.36,66,8,7.49,DZ,1718241598
473,cunha,-23.0744,-44.9597,14.34,69,0,0.94,BR,1718241599
474,guerrero negro,27.9769,-114.0611,19.7,71,0,8.65,MX,1718241442
475,constantia,44.1833,28.65,19.38,83,24,1.35,RO,1718241555
476,opuwo,-18.0607,13.84,12.2,37,27,3.65,NA,1718241601
477,nola,40.922,14.5329,21.47,55,0,1.23,IT,1718241602
478,hola,51.5377,23.1902,13.1,63,100,1.77,PL,1718241603
479,boa vista,2.8197,-60.6733,25.99,89,75,1.54,BR,1718241604
480,nova vicosa,-17.8919,-39.3719,23.08,75,0,3.24,BR,1718241405
481,sitka,57.0531,-135.33,11.94,71,100,7.72,US,1718241606
482,soloma,15.7167,-91.45,12.18,94,100,0.57,GT,1718241607
483,hualien city,23.9769,121.6044,31.02,67,100,1.32,TW,1718241607
484,zhangjiakou,40.81,114.8794,24.15,50,8,1.23,CN,1718241608
485,kiruna,67.8557,20.2251,4.51,93,50,1.54,SE,1718241610
486,gobabis,-22.45,18.9667,10.34,35,16,4.28,NA,1718241610
487,gargalianoi,37.0667,21.6333,18.34,45,77,0.4,GR,1718241611
488,christchurch,-43.5333,172.6333,12.17,66,20,8.75,NZ,1718241426
489,puerto santa,-8.9906,-78.6456,17.57,89,84,3.46,PE,1718241612
490,vanimo,-2.6741,141.3028,24.35,95,100,1.49,PG,1718241613
491,derbent,42.0678,48.2899,22.36,78,78,0.91,RU,1718241614
492,paracale,14.2804,122.7881,31.87,59,16,0.73,PH,1718241614
493,moab,38.5733,-109.5498,38.05,10,0,0.45,US,1718241538
494,capinopolis,-18.6819,-49.5697,20.53,38,0,2.94,BR,1718241616
495,kamin-kashyrskyi,51.6241,24.9586,13.68,66,100,2.77,UA,1718241617
496,forster,-32.1667,152.5167,15.72,64,100,6.95,AU,1718241618
497,orchard homes,46.8633,-114.0484,24.36,16,0,8.23,US,1718241618
498,kavaratti,10.5669,72.642,28.15,83,100,5.42,IN,1718241550
499,yegorlykskaya,46.5656,40.6562,19.92,88,100,2.29,RU,1718241620
500,itoman,26.1247,127.6694,26.72,100,75,7.72,JP,1718241621
501,pangody,65.85,74.4859,15.6,81,20,1.27,RU,1718241398
502,santa ana,33.7456,-117.8678,31.86,66,0,4.12,US,1718241623
503,nuzvid,16.7833,80.85,28.47,78,100,5.76,IN,1718241623
504,colchani,-20.3,-66.9333,6.01,25,98,3.62,BO,1718241624
505,amasra,41.7463,32.3863,22.16,81,7,2.88,TR,1718241625
506,yangiqo'rg'on,41.1906,71.7257,23.36,45,0,2.54,UZ,1718241626
507,nuku'alofa,-21.1333,-175.2,27.19,89,75,4.63,TO,1718241421
508,wynyard,-41.0,145.7167,9.59,70,100,1.49,AU,1718241627
509,choibalsan,48.0667,114.5,15.98,52,24,7.08,MN,1718241628
510,rio grande,-32.035,-52.0986,18.3,91,30,3.51,BR,1718241439
511,zaslawye,54.0143,27.2695,12.14,82,100,2.86,BY,1718241629
512,male,4.1748,73.5089,28.66,75,98,4.88,MV,1718241624
513,catia la mar,10.6038,-67.0303,28.61,74,20,1.03,VE,1718241631
514,lycksele,64.5954,18.6735,4.93,100,20,1.03,SE,1718241441
515,zahedan,29.4963,60.8629,20.95,24,0,3.09,IR,1718241632
516,sambava,-14.2667,50.1667,21.97,86,80,2.58,MG,1718241633
517,eyl,7.9803,49.8164,27.09,61,11,8.93,SO,1718241633
518,san pedro pochutla,15.7333,-96.4667,26.84,73,100,3.76,MX,1718241634
519,scarborough,54.2797,-0.4044,7.73,84,54,0.89,GB,1718241400
520,ulladulla,-35.35,150.4667,12.67,57,100,4.14,AU,1718241635
521,sawakin,19.1059,37.3321,31.12,37,61,2.05,SD,1718241636
522,mildura,-34.2,142.15,8.93,83,100,2.58,AU,1718241637
523,xilin hot,43.9667,116.0333,18.36,49,100,4.58,CN,1718241637
524,south suffolk,36.7171,-76.5902,23.91,73,0,1.54,US,1718241638
525,coahuayana de hidalgo,18.7,-103.6583,27.46,72,99,1.75,MX,1718241638
526,nemuro,43.3236,145.575,13.73,95,100,0.96,JP,1718241524
527,mataram,-8.5833,116.1167,28.45,74,88,4.5,ID,1718241640
528,huruta,8.15,39.35,15.96,87,100,2.07,ET,1718241370
529,omdurman,15.6445,32.4777,34.43,12,100,2.4,SD,1718241641
530,murray bridge,-35.1167,139.2667,11.85,65,100,3.28,AU,1718241642
531,mbandaka,0.0487,18.2603,23.08,80,98,0.71,CD,1718241643
532,carnarvon,-24.8667,113.6333,19.35,66,0,7.0,AU,1718241643
533,khandyga,62.6667,135.6,21.53,43,100,1.33,RU,1718241354
534,uacu cungo,-11.3634,15.1208,11.08,47,0,1.73,AO,1718241645
535,vila do maio,15.1333,-23.2167,24.44,87,99,5.99,CV,1718241646
536,port isabel,26.0734,-97.2086,32.04,74,0,5.66,US,1718241538
537,trancas,-26.2314,-65.2803,17.37,82,62,0.6,AR,1718241647
538,dergachi,51.2328,48.7659,21.04,63,100,3.25,RU,1718241648
539,timoteo,-19.5825,-42.6444,15.48,74,0,1.32,BR,1718241649
540,piacabucu,-10.4056,-36.4344,24.37,82,25,4.17,BR,1718241649
541,tateyama,34.9833,139.8667,23.94,80,100,1.35,JP,1718241650
542,oum hadjer,13.2954,19.6966,31.63,39,30,3.14,TD,1718241651
543,leninskiy,54.2781,37.4558,17.69,97,73,3.22,RU,1718241651
544,bestobe,52.4994,73.0975,15.95,86,55,5.01,KZ,1718241652
545,ar ruways,24.1103,52.7306,31.48,57,0,0.95,AE,1718241653
546,bhimunipatnam,17.8833,83.4333,28.73,76,87,2.47,IN,1718241653
547,morehead city,34.7229,-76.726,26.0,80,0,1.54,US,1718241654
548,mugia,43.1041,-9.2179,11.62,89,100,5.15,ES,1718241655
549,novodvinsk,64.4165,40.8122,12.66,97,98,1.28,RU,1718241656
550,maintirano,-18.0667,44.0167,23.36,75,10,4.12,MG,1718241657
551,reggane,26.7158,0.1714,36.28,12,0,3.8,DZ,1718241658
552,yahotyn,50.2798,31.7625,13.05,90,0,5.59,UA,1718241659
553,kodinsk,58.6881,99.1844,19.69,52,100,0.57,RU,1718241660
554,vernon,50.2581,-119.2691,23.29,30,90,1.34,CA,1718241661
555,warrnambool,-38.3833,142.4833,10.94,72,100,2.34,AU,1718241661
556,tomatlan,19.9333,-105.25,28.7,59,11,3.62,MX,1718241662
557,kailua-kona,19.6406,-155.9956,28.98,89,100,4.63,US,1718241585
558,ungsang-nodongjagu,42.3578,130.4622,15.37,83,100,3.13,KP,1718241663
559,alaior,39.9303,4.1404,16.86,82,0,2.57,ES,1718241665
560,trairi,-3.2778,-39.2689,25.54,85,90,4.42,BR,1718241539
561,kamina,-8.7386,24.9906,15.25,63,5,1.81,CD,1718241666
562,arkalyk,50.2486,66.9114,17.71,56,1,2.59,KZ,1718241667
563,bashtanka,47.4072,32.4387,14.52,92,0,2.84,UA,1718241668
